id,title,work_role_id
A0128,Ability to apply techniques for detecting host and network-based intrusions using intrusion detection technologies.,PR-CDA-001
A0159,"Ability to interpret the information collected by network tools (e.g. Nslookup, Ping, and Traceroute). PR-CDA-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OM-STS-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OM-STS-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OM-STS-001
K0004,Knowledge of cybersecurity and privacy principles.,OM-STS-001
K0005,Knowledge of cyber threats and vulnerabilities. ,OM-STS-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OM-STS-001
K0053,Knowledge of measures or indicators of system performance and availability.,OM-STS-001
K0088,Knowledge of systems administration concepts.,OM-STS-001
K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage). OM-STS-001
K0114,"Knowledge of electronic devices (e.g., computer systems/components, access control devices, digital cameras, digital scanners, electronic organizers, hard drives, memory cards, modems, network components, networked appliances, networked home control devices, printers, removable storage devices, telephones, copiers, facsimile machines, etc.). OM-STS-001
K0116,"Knowledge of file extensions (e.g., .dll, .bat, .zip, .pcap, .gzip). OM-STS-001
K0194,"Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration.  OM-STS-001
K0224,"Knowledge of system administration concepts for operating systems such as but not limited to Unix/Linux, IOS, Android, and Windows operating systems. OM-STS-001
K0237,Knowledge of industry best practices for service desk.,OM-STS-001
K0242,Knowledge of organizational security policies.,OM-STS-001
K0247,"Knowledge of remote access processes, tools, and capabilities related to customer support. OM-STS-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,OM-STS-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,OM-STS-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,OM-STS-001
K0287,Knowledge of an organization's information classification program and procedures for information compromise.,OM-STS-001
K0292,"Knowledge of the operations and processes for incident, problem, and event management. OM-STS-001
K0294,"Knowledge of IT system operation, maintenance, and security needed to keep equipment functioning properly. OM-STS-001
K0302,Knowledge of the basic operation of computers.,OM-STS-001
K0317,"Knowledge of procedures used for documenting and querying reported incidents, problems, and events. OM-STS-001
K0330,Knowledge of successful capabilities to identify the solutions to less common and more complex system problems.,OM-STS-001
S0039,Skill in identifying possible causes of degradation of system performance or availability and initiating actions needed to mitigate this degradation.,OM-STS-001
S0058,"Skill in using the appropriate tools for repairing software, hardware, and peripheral equipment of a system. OM-STS-001
S0142,Skill in conducting research for troubleshooting novel client-level problems.,OM-STS-001
S0159,Skill in configuring and validating network workstations and peripherals in accordance with approved standards and/or specifications.,OM-STS-001
S0365,Skill to design incident response for cloud service models.,OM-STS-001
A0025,"Ability to accurately define incidents, problems, and events in the trouble ticketing system. OM-STS-001
A0034,"Ability to develop, update, and/or maintain standard operating procedures (SOPs). OM-STS-001
A0122,Ability to design capabilities to find solutions to less common and more complex system problems.,OM-STS-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  PR-INF-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). PR-INF-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  PR-INF-001
K0004,Knowledge of cybersecurity and privacy principles.,PR-INF-001
K0005,Knowledge of cyber threats and vulnerabilities. ,PR-INF-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,PR-INF-001
K0021,Knowledge of data backup and recovery.,PR-INF-001
K0033,"Knowledge of host/network access control mechanisms (e.g., access control list, capabilities lists). PR-INF-001
K0042,Knowledge of incident response and handling methodologies.,PR-INF-001
K0044,"Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). PR-INF-001
K0058,Knowledge of network traffic analysis methods.,PR-INF-001
K0061,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]). PR-INF-001
K0062,Knowledge of packet-level analysis.,PR-INF-001
K0104,Knowledge of Virtual Private Network (VPN) security.,PR-INF-001
K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.,PR-INF-001
K0135,Knowledge of web filtering technologies.,PR-INF-001
K0157,"Knowledge of cyber defense and information security policies, procedures, and regulations. PR-INF-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). PR-INF-001
K0205,"Knowledge of basic system, network, and OS hardening techniques. PR-INF-001
K0258,"Knowledge of test procedures, principles, and methodologies (e.g., Capabilities and Maturity Model Integration (CMMI)). PR-INF-001
K0274,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly.  PR-INF-001
K0324,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,PR-INF-001
K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services. PR-INF-001
K0334,"Knowledge of network traffic analysis (tools, methodologies, processes). PR-INF-001
S0007,"Skill in applying host/network access controls (e.g., access control list). PR-INF-001
S0053,Skill in tuning sensors.,PR-INF-001
S0054,Skill in using incident handling methodologies.,PR-INF-001
S0059,Skill in using Virtual Private Network (VPN) devices and encryption.,PR-INF-001
S0077,Skill in securing network communications.,PR-INF-001
S0079,"Skill in protecting a network against malware. (e.g., NIPS, anti-malware, restrict/prevent external devices, spam filters). PR-INF-001
S0121,"Skill in system, network, and OS hardening techniques. (e.g., remove unnecessary services, password policies, network segmentation, enable logging, least privilege, etc.). PR-INF-001
S0124,Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.,PR-INF-001
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). PR-INF-001
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). PR-INF-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OV-PMA-003
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OV-PMA-003
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OV-PMA-003
K0004,Knowledge of cybersecurity and privacy principles.,OV-PMA-003
K0005,Knowledge of cyber threats and vulnerabilities. ,OV-PMA-003
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OV-PMA-003
K0043,Knowledge of industry-standard and organizationally accepted analysis principles and methods.,OV-PMA-003
K0048,Knowledge of Risk Management Framework (RMF) requirements.,OV-PMA-003
K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.,OV-PMA-003
K0072,Knowledge of resource management principles and techniques.,OV-PMA-003
K0090,"Knowledge of system life cycle management principles, including software security and usability. OV-PMA-003
K0120,"Knowledge of how information needs and collection requirements are translated, tracked, and prioritized across the extended enterprise. OV-PMA-003
K0126,Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161),OV-PMA-003
K0148,Knowledge of import/export control regulations and responsible agencies for the purposes of reducing supply chain risk.,OV-PMA-003
K0150,"Knowledge of enterprise incident response program, roles, and responsibilities. OV-PMA-003
K0154,"Knowledge of supply chain risk management standards, processes, and practices. OV-PMA-003
K0164,"Knowledge of functionality, quality, and security requirements and how these will apply to specific items of supply (i.e., elements and processes). OV-PMA-003
