date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
08/2020,Incumbent,72,21-1013.00,Provide family counseling and treatment services to inmates participating in substance abuse programs.,9198,Supplemental,Marriage and Family Therapists
08/2021,Incumbent,73,21-1014.00,Maintain confidentiality of records relating to clients' treatment.,1591,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,"Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships.",1592,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Assess patients for risk of suicide attempts.,18483,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Prepare and maintain all required treatment records and reports.,1594,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",1595,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,Guide clients in the development of skills or strategies for dealing with their problems.,1593,Core,Mental Health Counselors
08/2021,Incumbent,72,21-1014.00,Perform crisis interventions to help ensure the safety of the patients and others.,23908,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Perform crisis interventions with clients.,20402,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",18484,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,Develop and implement treatment plans based on clinical experience and knowledge.,1598,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,"Collect information about clients through interviews, observation, or tests.",1596,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Discuss with individual patients their plans for life after leaving therapy.,1608,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Modify treatment activities or approaches as needed to comply with changes in clients' status.,1606,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,"Evaluate clients' physical or mental condition, based on review of client information.",1600,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Monitor clients' use of medications.,1610,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,Collaborate with mental health professionals and other staff members to perform clinical assessments or develop treatment plans.,23909,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Act as client advocates to coordinate required services or to resolve emergency problems in crisis situations.,1597,Core,Mental Health Counselors
08/2021,Incumbent,71,21-1014.00,Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.,1604,Core,Mental Health Counselors
08/2021,Incumbent,72,21-1014.00,"Plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients.",1605,Core,Mental Health Counselors
08/2021,Incumbent,72,21-1014.00,"Refer patients, clients, or family members to community resources or to specialists as necessary.",1602,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients.",1603,Core,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies.",1607,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,"Meet with families, probation officers, police, or other interested parties to exchange necessary information during the treatment process.",1601,Core,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Gather information about community mental health needs or resources that could be used in conjunction with therapy.,1609,Core,Mental Health Counselors
08/2021,Incumbent,72,21-1014.00,"Supervise other counselors, social service staff, assistants, or graduate students.",18485,Supplemental,Mental Health Counselors
08/2021,Incumbent,73,21-1014.00,Plan or conduct programs to prevent substance abuse or improve community health or counseling services.,1612,Supplemental,Mental Health Counselors
08/2021,Incumbent,74,21-1014.00,"Coordinate or direct employee workshops, courses, or training about mental health issues.",18486,Supplemental,Mental Health Counselors
08/2020,Incumbent,86,21-1015.00,"Prepare and maintain records and case files, including documentation, such as clients' personal and eligibility information, services provided, narratives of client contacts, or relevant correspondence.",9202,Core,Rehabilitation Counselors
08/2020,Incumbent,84,21-1015.00,Confer with clients to discuss their options and goals so that rehabilitation programs and plans for accessing needed services can be developed.,9201,Core,Rehabilitation Counselors
08/2020,Incumbent,85,21-1015.00,"Develop rehabilitation plans that fit clients' aptitudes, education levels, physical abilities, and career goals.",9205,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,"Locate barriers to client employment, such as inaccessible work sites, inflexible schedules, or transportation problems, and work with clients to develop strategies for overcoming these barriers.",9208,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,Monitor and record clients' progress to ensure that goals and objectives are met.,9200,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,"Participate in job development and placement programs, contacting prospective employers, placing clients in jobs, and evaluating the success of placements.",9212,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,"Analyze information from interviews, educational and medical records, consultation with other professionals, and diagnostic evaluations to assess clients' abilities, needs, and eligibility for services.",9204,Core,Rehabilitation Counselors
08/2020,Incumbent,85,21-1015.00,"Collaborate with clients' families to implement rehabilitation plans, such as behavioral, residential, social, or employment goals.",9213,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,"Develop and maintain relationships with community referral sources, such as schools or community groups.",9207,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,Maintain close contact with clients during job training and placements to resolve problems and evaluate placement adequacy.,9206,Core,Rehabilitation Counselors
08/2020,Incumbent,87,21-1015.00,"Arrange for on-site job coaching or assistive devices, such as specially equipped wheelchairs, to help clients adapt to work or school environments.",9209,Core,Rehabilitation Counselors
08/2020,Incumbent,85,21-1015.00,"Arrange for physical, mental, academic, vocational, and other evaluations to obtain information for assessing clients' needs and developing rehabilitation plans.",9203,Core,Rehabilitation Counselors
08/2020,Incumbent,87,21-1015.00,"Confer with physicians, psychologists, occupational therapists, and other professionals to develop and implement client rehabilitation programs.",9210,Core,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,Collaborate with community agencies to establish facilities and programs for persons with disabilities.,9214,Core,Rehabilitation Counselors
08/2020,Incumbent,87,21-1015.00,"Manage budgets and direct case service allocations, authorizing expenditures and payments.",20234,Supplemental,Rehabilitation Counselors
08/2020,Incumbent,86,21-1015.00,Supervise rehabilitation counselors and staff.,21178,Supplemental,Rehabilitation Counselors
08/2020,Incumbent,85,21-1015.00,Develop diagnostic procedures to determine clients' needs.,9211,Supplemental,Rehabilitation Counselors
08/2018,Incumbent,64,21-1021.00,Maintain case history records and prepare reports.,237,Core,"Child, Family, and School Social Workers"
08/2018,Incumbent,64,21-1021.00,"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs.",235,Core,"Child, Family, and School Social Workers"
08/2018,Incumbent,63,21-1021.00,"Serve as liaisons between students, homes, schools, family services, child guidance clinics, courts, protective services, doctors, and other contacts to help children who face problems, such as disabilities, abuse, or poverty.",250,Core,"Child, Family, and School Social Workers"
